sample_id,label,selected_chunk_count,total_chunks,score_total,confidence,effectiveness,consistency,collaboration,target_probability
eraser-mr-hf-validation-118,1,8,42,1.8677180933089015,0.9324533343315125,0.02357691896866232,0.904712009991647,0.006975830017079687,0.9324533343315125
eraser-mr-hf-validation-119,1,8,73,1.856290774145213,0.9863631725311279,0.009955882822566764,0.8586680461564009,0.0013036726351174366,0.9863631725311279
eraser-mr-hf-validation-12,0,8,31,2.0178421192477254,0.9914225339889526,0.02902311280688985,0.9668114145769375,0.030585057874945587,0.9914225339889526
eraser-mr-hf-validation-120,1,8,24,1.954450305183986,0.970687747001648,0.013759552001950337,0.9546714371051117,0.015331569075275886,0.970687747001648
eraser-mr-hf-validation-121,1,8,29,1.9372092421262785,0.9840936064720154,0.014233292336865211,0.933539799873805,0.005342543443592973,0.9840936064720154
eraser-mr-hf-validation-122,1,8,36,1.9131529346508143,0.9553191065788269,0.015142145203864477,0.9351326823234558,0.007559000544667183,0.9553191065788269
eraser-mr-hf-validation-123,1,8,24,1.9264448863770651,0.949669361114502,0.015051366817228962,0.9501897662991349,0.011534392146199335,0.949669361114502
eraser-mr-hf-validation-124,1,8,18,1.9063981167524036,0.859663724899292,0.02457523531118666,0.978784682895579,0.043374473646345946,0.859663724899292
eraser-mr-hf-validation-125,1,8,9,1.872298906302467,0.8031737804412842,0.012379109634104046,0.9996189475059509,0.05712706872112783,0.8031737804412842
eraser-mr-hf-validation-126,1,8,20,1.963122609020843,0.9626731276512146,0.01849818295129435,0.9649550339606453,0.016996264457688648,0.9626731276512146
eraser-mr-hf-validation-127,1,8,37,1.870140893608824,0.9284088015556335,0.012845994965374974,0.9238251266062463,0.005060970481569171,0.9284088015556335
eraser-mr-hf-validation-128,1,8,33,1.8323695547308982,0.9241418242454529,0.010026277272135786,0.8938721887912944,0.0043292644220152,0.9241418242454529
eraser-mr-hf-validation-129,1,8,34,1.9361592421374727,0.980280876159668,0.012703954915011195,0.933724570344305,0.009449840718488756,0.980280876159668
eraser-mr-hf-validation-13,0,8,45,1.9727292062299502,0.9808759689331055,0.030957221465495954,0.9497540593147278,0.011141956516620866,0.9808759689331055
eraser-mr-hf-validation-130,1,8,26,1.907543061416686,0.9284088015556335,0.020631018005599078,0.9419062699023646,0.016596971953088735,0.9284088015556335
eraser-mr-hf-validation-131,1,8,35,1.787775802504398,0.8933094143867493,0.010112466185198676,0.876101717484199,0.008252204448251033,0.8933094143867493
eraser-mr-hf-validation-132,1,8,37,1.9081751830514078,0.977022647857666,0.0177721993259935,0.9074971190098382,0.005883216857910156,0.977022647857666
eraser-mr-hf-validation-133,1,8,31,1.8945316080707322,0.9241418242454529,0.019082784641334172,0.9436861276626587,0.007620871521286432,0.9241418242454529
eraser-mr-hf-validation-134,1,8,30,1.9859615563505817,0.968856155872345,0.04059296977981641,0.9621066428486492,0.014405787849771201,0.968856155872345
eraser-mr-hf-validation-135,1,8,15,2.0074617289992003,0.957912266254425,0.014207962068113589,0.9906164998183549,0.044725000858306885,0.957912266254425
eraser-mr-hf-validation-136,1,8,47,1.9590166772009319,0.9755769371986389,0.037509981196337305,0.9383857176763641,0.0075440411295915055,0.9755769371986389
eraser-mr-hf-validation-137,1,8,24,2.0114951096209066,0.9840936064720154,0.04176354237411373,0.9657179692815524,0.019919991493225098,0.9840936064720154
eraser-mr-hf-validation-138,1,8,22,1.940818122192275,0.9511421918869019,0.01777672748244552,0.9599572944564749,0.011941908366452703,0.9511421918869019
eraser-mr-hf-validation-139,1,8,46,1.9200069254690781,0.9808759689331055,0.017311572329476,0.9178849409750068,0.003934443231489837,0.9808759689331055
eraser-mr-hf-validation-14,0,8,17,1.9726439127558921,0.9678993225097656,0.01561623849167404,0.9691483360021315,0.01998001575232089,0.9678993225097656
eraser-mr-hf-validation-140,1,8,31,1.810515074475608,0.9046505093574524,0.008364319995649794,0.8937432449290886,0.0037570001934170705,0.9046505093574524
eraser-mr-hf-validation-141,1,8,19,1.87895583858791,0.8774768114089966,0.00995427293571216,0.9712851030400457,0.020239651203155518,0.8774768114089966
eraser-mr-hf-validation-142,1,8,21,1.846571863486599,0.8354835510253906,0.01929271348962691,0.9643753745779619,0.027420224393619574,0.8354835510253906
eraser-mr-hf-validation-143,1,8,23,1.877400936363312,0.9591543078422546,0.006491602761936943,0.9086318612098694,0.0031231645492511007,0.9591543078422546
eraser-mr-hf-validation-144,1,8,43,1.8222928785270214,0.9304582476615906,0.01793831446989491,0.8715050969713811,0.002391219424154656,0.9304582476615906
eraser-mr-hf-validation-145,1,8,47,1.924103677913429,0.977022647857666,0.020596683665992543,0.9213514924049377,0.005132853984832764,0.977022647857666
eraser-mr-hf-validation-146,1,8,67,1.9160940611700925,0.9626731276512146,0.03989089150975722,0.9084221015479653,0.005107940461155147,0.9626731276512146
eraser-mr-hf-validation-147,1,8,17,2.017340542313576,0.9886682629585266,0.01118761339589014,0.9854199877631658,0.03206467819599379,0.9886682629585266
eraser-mr-hf-validation-148,1,8,24,1.9753631408388586,0.9740426540374756,0.023499130139974622,0.9558998398900223,0.021921516771386096,0.9740426540374756
eraser-mr-hf-validation-149,1,8,42,1.8618136649382926,0.9362850189208984,0.011975288893065539,0.9073365330696106,0.006216824054718018,0.9362850189208984
eraser-mr-hf-validation-15,0,8,96,1.9103360738383448,0.9808759689331055,0.023524102173916206,0.9022575616836548,0.003678441047668457,0.9808759689331055
eraser-mr-hf-validation-150,1,8,34,1.8817443196323147,0.9591543078422546,0.00661265879258377,0.9114338702818078,0.004543482715668401,0.9591543078422546
eraser-mr-hf-validation-151,1,8,25,1.926074857195332,0.9433475732803345,0.020366131424115697,0.9500235885395758,0.012337563951305919,0.9433475732803345
eraser-mr-hf-validation-152,1,8,22,1.9951074098643318,0.9939024448394775,0.02180022179563723,0.964290555034942,0.015114188194274902,0.9939024448394775
eraser-mr-hf-validation-153,1,8,32,1.935462104353865,0.9783846735954285,0.018134891934842412,0.9284772745032205,0.010465264320373535,0.9783846735954285
eraser-mr-hf-validation-154,1,8,56,1.9153572822073246,0.9854964017868042,0.010043143735121163,0.9151346582335086,0.004683078451890532,0.9854964017868042
eraser-mr-hf-validation-155,1,8,27,1.5393678552142562,0.562176525592804,0.03368700286016746,0.9294585501502183,0.01404577661106654,0.562176525592804
eraser-mr-hf-validation-156,1,8,36,1.8689991806720665,0.9241418242454529,0.019505859251364277,0.9160110304362196,0.009340466739029774,0.9241418242454529
eraser-mr-hf-validation-157,1,8,28,1.9385877800256346,0.9658995866775513,0.013439536211087955,0.9465008314252891,0.012747825711706406,0.9658995866775513
eraser-mr-hf-validation-158,1,8,59,1.8681598575946496,0.9825575351715088,0.01390772916507299,0.8620390563104164,0.009655536947651422,0.9825575351715088
eraser-mr-hf-validation-159,1,8,46,1.8950024602631796,0.9871788024902344,0.010669172875566346,0.8946230160291233,0.0025314688682556152,0.9871788024902344
eraser-mr-hf-validation-16,0,8,32,1.932976845571765,0.968856155872345,0.020930707713731178,0.924193804014105,0.018996177971583927,0.968856155872345
eraser-mr-hf-validation-160,1,8,67,1.900476974048353,0.9845754504203796,0.014654219224432663,0.8970743233694416,0.00417298103409891,0.9845754504203796
eraser-mr-hf-validation-161,1,8,26,1.9580001872487534,0.9777138233184814,0.013048410653393572,0.9529691394604278,0.014268813816450399,0.9777138233184814
eraser-mr-hf-validation-162,1,8,72,1.8935552185062892,0.9908743500709534,0.022763552003496557,0.8737526460738567,0.006164670357982516,0.9908743500709534
eraser-mr-hf-validation-163,1,8,28,1.915945464232315,0.9637799263000488,0.011058451186066631,0.9323646941619714,0.008742392584228043,0.9637799263000488
eraser-mr-hf-validation-164,1,8,21,1.856878574844678,0.8558511734008789,0.017055810632492285,0.9664667188763643,0.017504871934942767,0.8558511734008789
eraser-mr-hf-validation-165,1,8,35,1.8902266593034938,0.9399133324623108,0.0163823969085648,0.9273015217364742,0.006629408196143882,0.9399133324623108
eraser-mr-hf-validation-166,1,8,38,1.8631207505158431,0.9465966820716858,0.015706479151660346,0.8941049730023312,0.006712616290165951,0.9465966820716858
eraser-mr-hf-validation-167,1,8,22,1.9781019669521172,0.9840936064720154,0.014243901416719496,0.9591791033744949,0.020585355688887197,0.9840936064720154
eraser-mr-hf-validation-168,1,8,41,1.9546714956828444,0.9859363436698914,0.02186882573067095,0.9395821618535711,0.0072841644287109375,0.9859363436698914
eraser-mr-hf-validation-169,1,8,30,1.9854177828010653,0.970687747001648,0.03659003927079174,0.9610464572906494,0.017093539237976074,0.970687747001648
eraser-mr-hf-validation-17,0,8,15,1.917043091713925,0.9046505093574524,0.011802377163906752,0.979683518409729,0.020906686782836914,0.9046505093574524
eraser-mr-hf-validation-170,1,8,55,1.9533383230681272,0.9875683784484863,0.020935894391399867,0.9376930557306442,0.007140994497596864,0.9875683784484863
eraser-mr-hf-validation-171,1,8,27,1.9460591080095038,0.9399133324623108,0.025028109844981827,0.9633335449298349,0.017784120772376122,0.9399133324623108
eraser-mr-hf-validation-172,1,8,42,1.8554354217878477,0.9099069833755493,0.023913204798422072,0.9173380037949089,0.0042772298189676095,0.9099069833755493
eraser-mr-hf-validation-173,1,8,36,1.9451922149812757,0.9875683784484863,0.026136876390715824,0.9262080744628951,0.005278885679178558,0.9875683784484863
eraser-mr-hf-validation-174,1,8,39,1.8864455783845915,0.9099069833755493,0.019637288272417064,0.9461737807004157,0.010727526036209523,0.9099069833755493
eraser-mr-hf-validation-175,1,8,33,1.9615227037283463,0.9783846735954285,0.03279811898118867,0.9410431385040416,0.009296772647687579,0.9783846735954285
eraser-mr-hf-validation-176,1,8,18,1.9726453457974533,0.9525741338729858,0.012770236810070057,0.9824645466996659,0.02483642841473166,0.9525741338729858
eraser-mr-hf-validation-177,1,8,10,2.069989915046405,0.9196425080299377,0.029329183314644958,0.9989243746445027,0.12209384905731957,0.9196425080299377
eraser-mr-hf-validation-178,1,8,27,1.98245453904557,0.9808759689331055,0.025701225952858064,0.9592826938201603,0.01659465033944607,0.9808759689331055
eraser-mr-hf-validation-179,1,8,33,1.8809671351610393,0.970687747001648,0.01210165095837823,0.892942899044925,0.005234838156088384,0.970687747001648
eraser-mr-hf-validation-18,0,8,27,1.9752597790465645,0.9796676635742188,0.037359895656732256,0.9446906977523172,0.013541522063296063,0.9796676635742188
eraser-mr-hf-validation-180,1,8,26,1.9333885243864475,0.970687747001648,0.011289418066223078,0.9427757160858533,0.008635643232723034,0.970687747001648
eraser-mr-hf-validation-181,1,8,19,1.8825254428089684,0.8991214036941528,0.00839644689504837,0.9618599369359214,0.01314765528384576,0.8991214036941528
eraser-mr-hf-validation-182,1,8,44,1.725948011793806,0.9284088015556335,0.003443063181088002,0.7926801195955644,0.0014160274615200308,0.9284088015556335
eraser-mr-hf-validation-183,1,8,19,1.7992619221458093,0.8080672025680542,0.013780057087835473,0.9593312667604498,0.01808339572946971,0.8080672025680542
eraser-mr-hf-validation-184,1,8,40,1.9086281025399678,0.957912266254425,0.02036678848470097,0.9234878375224971,0.006861210278344743,0.957912266254425
eraser-mr-hf-validation-185,1,8,23,1.9135333908071497,0.9840936064720154,0.013990044790126888,0.9096196293830872,0.0058301101619202544,0.9840936064720154
eraser-mr-hf-validation-186,1,8,21,1.9885753420123824,0.957912266254425,0.018472967933121698,0.9761699438095232,0.03602016401531272,0.957912266254425
eraser-mr-hf-validation-187,1,8,45,1.9024061368452685,0.9740426540374756,0.01480603357248389,0.9107007171394021,0.0028567320959070885,0.9740426540374756
eraser-mr-hf-validation-188,1,8,45,1.9655931582447583,0.9966233968734741,0.022934852635078773,0.938627302646637,0.007407606089568475,0.9966233968734741
eraser-mr-hf-validation-189,1,8,49,1.8757630383805792,0.977022647857666,0.008779764017493363,0.8862079774513519,0.0037526490540679136,0.977022647857666
eraser-mr-hf-validation-19,0,8,30,1.970016118726282,0.9553191065788269,0.029542567167656353,0.9623650289991516,0.0227894159806471,0.9553191065788269
eraser-mr-hf-validation-190,1,8,22,2.01860368762897,0.9820137619972229,0.025897202600405067,0.9797114729881287,0.030981250043213393,0.9820137619972229
eraser-mr-hf-validation-191,1,8,40,1.9259247869285714,0.9724147319793701,0.017303348087462922,0.92916596780229,0.007040739059448242,0.9724147319793701
eraser-mr-hf-validation-192,1,8,26,1.9783993858649487,0.9914225339889526,0.02222413148507907,0.9482678051633269,0.016484915227590102,0.9914225339889526
eraser-mr-hf-validation-193,1,8,61,1.7752485094775474,0.9284088015556335,0.01783001656314598,0.8278114590420078,0.001198232316760084,0.9284088015556335
eraser-mr-hf-validation-194,1,8,30,1.9158224560538661,0.9724147319793701,0.010343016922213955,0.923804828667065,0.009259878485217254,0.9724147319793701
eraser-mr-hf-validation-195,1,8,54,1.7693873053788636,0.9399133324623108,0.00994938671583867,0.8172826766967773,0.0022419095039367676,0.9399133324623108
eraser-mr-hf-validation-196,1,8,29,1.9623473280122037,0.9669139981269836,0.030036156945947967,0.9482091572658633,0.017188015673408774,0.9669139981269836
eraser-mr-hf-validation-197,1,8,21,2.019095948748816,0.9859363436698914,0.03520625659854604,0.9713447621690522,0.026608586311326454,0.9859363436698914
eraser-mr-hf-validation-198,1,8,24,1.9571647023676066,0.9603611826896667,0.02058601635447188,0.9581193874024615,0.01809811592100652,0.9603611826896667
eraser-mr-hf-validation-199,1,8,19,1.9711030115964228,0.9783846735954285,0.016711771952934384,0.9596599316394289,0.016346634408631044,0.9783846735954285
eraser-mr-hf-validation-2,0,8,18,2.0177647540896766,0.970687747001648,0.028068188344090306,0.9800457346466621,0.038963084097276224,0.970687747001648
eraser-mr-hf-validation-20,0,8,59,1.9126259445272686,0.9814534187316895,0.022146944641527666,0.9049095228044564,0.004116058349595275,0.9814534187316895
eraser-mr-hf-validation-21,0,8,18,2.0053404653685307,0.9603611826896667,0.023699998550199664,0.9725620746612686,0.04871720946739566,0.9603611826896667
eraser-mr-hf-validation-22,0,8,35,1.9513524243259748,0.977022647857666,0.01756823223299997,0.9417979751945815,0.014963569040727376,0.977022647857666
eraser-mr-hf-validation-23,0,8,32,1.9406765092216427,0.957912266254425,0.01748448622127463,0.9512053699019771,0.014074386843965891,0.957912266254425
eraser-mr-hf-validation-24,0,8,34,1.9533850512046553,0.977022647857666,0.016341091107662797,0.9428823522189084,0.017138960020418148,0.977022647857666
eraser-mr-hf-validation-25,0,8,31,2.007127219667484,0.989347517490387,0.022747457704899166,0.9641582901760859,0.03087395429611206,0.989347517490387
eraser-mr-hf-validation-26,0,8,46,1.9576443415374314,0.9896718263626099,0.025624754896647284,0.9353328904707963,0.007014869807378088,0.9896718263626099
eraser-mr-hf-validation-27,0,8,16,2.03207702654794,0.9808759689331055,0.018840554499587325,0.9866121419303403,0.04574836118490677,0.9808759689331055
eraser-mr-hf-validation-28,0,8,15,2.0508960002782697,0.9940889477729797,0.019975127361373524,0.9917463054354555,0.04508561970846092,0.9940889477729797
eraser-mr-hf-validation-29,0,8,60,1.9343097171993087,0.9845754504203796,0.01720768236071668,0.9204378080628995,0.012088776355312802,0.9845754504203796
eraser-mr-hf-validation-3,0,8,26,2.0410922809953376,0.9863631725311279,0.05593026388365352,0.9768380522727966,0.02196079230775927,0.9863631725311279
eraser-mr-hf-validation-30,0,8,11,2.07346308677516,0.9808759689331055,0.01892679936845809,0.997241437270727,0.07641888120286944,0.9808759689331055
eraser-mr-hf-validation-31,0,8,26,2.015335505898478,0.980280876159668,0.04226679218651075,0.971665201882434,0.021122635669865386,0.980280876159668
eraser-mr-hf-validation-32,0,8,58,1.93331247865019,0.9890130758285522,0.02624971030088552,0.9131267070770394,0.004922985443713057,0.9890130758285522
eraser-mr-hf-validation-33,0,8,24,1.9916304956001625,0.9886682629585266,0.02671557659290269,0.9584393501281738,0.01780730592055957,0.9886682629585266
eraser-mr-hf-validation-34,0,8,42,1.9684823270137937,0.9871788024902344,0.03654956505862561,0.9368157537422634,0.007938205722670344,0.9871788024902344
eraser-mr-hf-validation-35,0,8,26,1.979167277606521,0.980280876159668,0.02605724572729451,0.9555657453019315,0.017263410417627023,0.980280876159668
eraser-mr-hf-validation-36,0,8,28,1.9265715542744206,0.970687747001648,0.011883916470498801,0.9360169210423941,0.007982969759879666,0.970687747001648
eraser-mr-hf-validation-37,0,8,28,1.9968450108412452,0.9939024448394775,0.023144069430138803,0.9663410186767578,0.013457477894871062,0.9939024448394775
eraser-mr-hf-validation-38,0,8,47,1.9537751527519198,0.9911526441574097,0.017825604061506906,0.9358703937221512,0.00892651081085205,0.9911526441574097
eraser-mr-hf-validation-39,0,8,32,1.9798645908211474,0.9879462122917175,0.021796942174042155,0.9513620676233815,0.018759368732006232,0.9879462122917175
eraser-mr-hf-validation-4,0,8,24,1.9780694886240338,0.9648551344871521,0.015556273399735532,0.9701609051035756,0.02749717563357068,0.9648551344871521
eraser-mr-hf-validation-40,0,8,21,2.0051929335373995,0.9825575351715088,0.015393378233813815,0.9785767108223603,0.02866530930971667,0.9825575351715088
eraser-mr-hf-validation-41,0,8,28,1.9695478694489246,0.9840936064720154,0.021144871463186443,0.9522542925032551,0.01205509901046753,0.9840936064720154
eraser-mr-hf-validation-42,0,8,47,1.9516378626376358,0.9814534187316895,0.024716379033439262,0.9358589014922918,0.009609163380215335,0.9814534187316895
eraser-mr-hf-validation-43,0,8,20,2.0221722176939467,0.9879462122917175,0.015415491403271475,0.9813349809649483,0.03747553303400952,0.9879462122917175
eraser-mr-hf-validation-44,0,8,46,1.9004410062536496,0.9899864196777344,0.01314717747838079,0.8921592364121393,0.005148172685395025,0.9899864196777344
eraser-mr-hf-validation-45,0,8,40,1.9293581667234956,0.977022647857666,0.016776501808134836,0.9274811571791547,0.008077859878540039,0.977022647857666
eraser-mr-hf-validation-46,0,8,48,1.9480982386408532,0.9924227595329285,0.021131218440129218,0.928664143601903,0.005880117065892532,0.9924227595329285
eraser-mr-hf-validation-47,0,8,59,1.9020717763341222,0.9867771863937378,0.01393842929966771,0.8978315591812134,0.003524601459503174,0.9867771863937378
eraser-mr-hf-validation-48,0,8,40,1.9737684712685988,0.997368335723877,0.01882803552692991,0.9453875389926159,0.012184561025176066,0.997368335723877
eraser-mr-hf-validation-49,0,8,41,1.9333505601784462,0.9905874133110046,0.023290575852804807,0.9089572375391267,0.010515333475510258,0.9905874133110046
eraser-mr-hf-validation-5,0,8,40,1.922172251334978,0.9814534187316895,0.018494907012773343,0.9127315282821655,0.00949239730834961,0.9814534187316895
eraser-mr-hf-validation-50,0,8,23,1.9545234463890255,0.9783846735954285,0.01561868247456033,0.9467090964317322,0.013810993887304557,0.9783846735954285
eraser-mr-hf-validation-51,0,8,17,1.9236742831146934,0.8807970881462097,0.03068351914178946,0.9787827730178972,0.033410902808796994,0.8807970881462097
eraser-mr-hf-validation-52,0,8,21,1.948545633482717,0.9626731276512146,0.02695089621400404,0.9447318315505981,0.014189778066900027,0.9626731276512146
eraser-mr-hf-validation-53,0,8,36,1.9772551124668813,0.9902915358543396,0.02166420288350357,0.9511416016648291,0.014157772064208984,0.9902915358543396
eraser-mr-hf-validation-54,0,8,15,2.0207754469154273,0.977022647857666,0.01744508846033832,0.9871529356058912,0.03915477499153164,0.977022647857666
eraser-mr-hf-validation-55,0,8,20,1.9315376923552878,0.9362850189208984,0.01399308569809321,0.9628684542853629,0.01839113345093335,0.9362850189208984
eraser-mr-hf-validation-56,0,8,26,2.0028923052897243,0.9883127212524414,0.014350473805041841,0.9720902989072073,0.028138811325033597,0.9883127212524414
eraser-mr-hf-validation-57,0,3,3,2.005573988320017,0.9481545090675354,0.009286401146255896,0.9999999999999964,0.04813307810622924,0.9481545090675354
eraser-mr-hf-validation-58,0,8,50,1.9110123421646912,0.9724147319793701,0.013821960220116836,0.9155033130053655,0.009272336959838867,0.9724147319793701
eraser-mr-hf-validation-59,0,8,17,2.0407226088507575,0.9879462122917175,0.028463545041511273,0.9857982397079608,0.038514611809568056,0.9879462122917175
eraser-mr-hf-validation-6,0,8,23,2.023977761072989,0.9845754504203796,0.0177751790520162,0.9816516648738653,0.03997546672672769,0.9845754504203796
eraser-mr-hf-validation-60,0,8,35,1.9918892397383137,0.9896718263626099,0.018296421286834286,0.9622374131962519,0.02168357889261785,0.9896718263626099
eraser-mr-hf-validation-61,0,8,16,2.0048413330151442,0.9740426540374756,0.014254213746653699,0.9831518530845642,0.03339261214645051,0.9740426540374756
eraser-mr-hf-validation-62,0,8,31,1.996924096546564,0.9914225339889526,0.030317664612166895,0.9601844477983253,0.01499945014711912,0.9914225339889526
eraser-mr-hf-validation-63,0,8,43,1.9805385560655853,0.9820137619972229,0.01705330828598084,0.9555531793173337,0.025918306465048002,0.9820137619972229
eraser-mr-hf-validation-64,0,8,29,1.975237788791816,0.9978172779083252,0.020007850761573076,0.9445136785507202,0.01289898157119751,0.9978172779083252
eraser-mr-hf-validation-65,0,8,57,1.9500696625785385,0.9867771863937378,0.024101734455616364,0.9290817337680897,0.010109007961094818,0.9867771863937378
eraser-mr-hf-validation-66,0,8,34,1.9622082167244412,0.985042929649353,0.018940091455647567,0.9444270796266699,0.013798115992770699,0.985042929649353
eraser-mr-hf-validation-67,0,8,37,1.9637734320971814,0.9896718263626099,0.018238308748945387,0.9443625211715698,0.011500775814056396,0.9896718263626099
eraser-mr-hf-validation-68,0,8,9,2.0803772833508223,0.9481545090675354,0.026852848825023035,0.9996587037633304,0.10571122169493363,0.9481545090675354
eraser-mr-hf-validation-69,0,8,60,1.9005831908180686,0.9820137619972229,0.012645185026599393,0.900968116694948,0.004956127099298269,0.9820137619972229
eraser-mr-hf-validation-7,0,8,81,1.8940293200431206,0.9961755275726318,0.018899977963958037,0.876567006111145,0.002386808395385742,0.9961755275726318
eraser-mr-hf-validation-70,0,8,20,2.022108556715864,0.9763105511665344,0.021829606978315264,0.9731591939926147,0.05080920457839966,0.9763105511665344
eraser-mr-hf-validation-71,0,8,66,1.9798619267148194,0.9724147319793701,0.054758018898895866,0.9435489807397802,0.009140195096773107,0.9724147319793701
eraser-mr-hf-validation-72,0,8,22,1.965089439980023,0.9553191065788269,0.022200943519912752,0.9690265041009488,0.018542885780334473,0.9553191065788269
eraser-mr-hf-validation-73,0,8,25,1.980887064664799,0.9854964017868042,0.02417260707884994,0.9553252511828838,0.01589280461626086,0.9854964017868042
eraser-mr-hf-validation-74,0,8,40,1.9714437834484229,0.9956684708595276,0.0305681792469773,0.9379914550801489,0.007215678261769054,0.9956684708595276
eraser-mr-hf-validation-75,0,8,11,2.0253152261737073,0.9697853922843933,0.009863318734194104,0.9971812956765261,0.04848521947859363,0.9697853922843933
eraser-mr-hf-validation-76,0,8,35,2.022186706803191,0.968856155872345,0.03053307823040574,0.9609227776527405,0.061874695047699824,0.968856155872345
eraser-mr-hf-validation-77,0,8,22,2.1024963949776505,0.9927672147750854,0.04626578181128649,0.9840223183645199,0.07944108002675865,0.9927672147750854
eraser-mr-hf-validation-78,0,8,37,1.9371966786189025,0.9950945973396301,0.013885560029056276,0.9185838747868678,0.009632646463348604,0.9950945973396301
eraser-mr-hf-validation-79,0,8,21,1.9951217200893971,0.9814534187316895,0.018313051642717793,0.9741529226303101,0.02120232708468006,0.9814534187316895
eraser-mr-hf-validation-8,0,8,25,1.9265778682427777,0.9669139981269836,0.013355315133157575,0.9364446997642517,0.00986385521838462,0.9669139981269836
eraser-mr-hf-validation-80,0,8,19,2.032376235324777,0.9946150779724121,0.019123077384083698,0.9812305558461282,0.03740752412215309,0.9946150779724121
eraser-mr-hf-validation-81,0,8,25,2.011759697160887,0.9940889477729797,0.013301134233053347,0.9772898541265639,0.027079761028289795,0.9940889477729797
eraser-mr-hf-validation-82,0,8,35,1.938842776570511,0.9875683784484863,0.020542564582446188,0.9213622808456421,0.009369552693936356,0.9875683784484863
eraser-mr-hf-validation-83,0,8,96,1.9405636780101574,0.9820137619972229,0.027686360887724804,0.9193506788820432,0.011512876243166659,0.9820137619972229
eraser-mr-hf-validation-84,0,8,17,2.033772885534237,0.9896718263626099,0.022783160929556345,0.9834732403441214,0.03784465789794922,0.9896718263626099
eraser-mr-hf-validation-85,0,8,27,1.9922567574190135,0.9926541447639465,0.016080618109100442,0.959726507631124,0.023795486914842567,0.9926541447639465
eraser-mr-hf-validation-86,0,8,39,1.923962339959827,0.9840936064720154,0.016460239482939176,0.9133375728137857,0.010070921191086879,0.9840936064720154
eraser-mr-hf-validation-87,0,8,12,2.06254380814518,0.9867771863937378,0.015415667490984442,0.9977170226236609,0.06263393163679698,0.9867771863937378
